,cpf,sex,birthday,stateBorn,parents,education,income,risk,save_profile,email,name,phone
2103,2180,0,15/6/1992,RJ,1,Pos Doutorado,7200.0,Arrojado,0.0014,1,Andre Nazare,0
2104,1005,1,1/3/1997,AC,1,Fundamental,1600.0,Arrojado,0.0898,1,Ana Akuma,0
2105,841,0,5/9/1981,SP,1,MBA,4800.0,Moderado,0.4652,1,Guilherme Yamato,0
2106,301,1,12/4/1974,RJ,0,Graducao,7088.4,Arrojado,0.7721,1,Elisabeth Assis,0
2107,477,0,15/3/2017,BA,0,Tecnologo,4523.84,,0.4137,1,Antonio Bryant,0
2108,1599,1,21/1/2019,MG,1,Nao fez,800.0,Moderado,0.6836,1,Gabriela Froszen,0
2109,353,0,7/2/1945,SP,1,MBA,4800.0,Moderado,0.3808,1,Francisco Bryant,0
2110,998,1,3/4/1995,RJ,1,Fundamental,1600.0,Conservador,0.5741,1,Julia Assis,0
2111,1965,1,25/1/2015,AC,0,Graducao,7173.6,Conservador,0.7934,1,Julia Assis,0
2112,1147,1,26/11/1947,MG,0,Mestrado,8056.72,Moderado,0.4387,1,Isabel Assis,0
2113,590,0,9/10/1973,MG,1,Medio,2400.0,,0.3946,1,Isaac Buda,0
2114,1035,0,13/8/1995,MG,0,Mestrado,7627.2,Moderado,0.362,1,Andre Santos,0
2115,2014,0,13/12/1972,BA,0,Nao fez,1058.24,Conservador,0.3228,1,Guilherme Bardeen,0
2116,1570,1,5/8/1946,SP,0,Graducao,6767.2,Arrojado,0.6918,1,Julia Froszen,0
2117,252,1,18/9/1938,RJ,0,Fundamental,1939.04,Moderado,0.2119,1,Julia Aurelio,0
2118,1828,1,6/8/1958,CE,0,Pos Doutorado,7397.28,Conservador,0.0274,1,Isabel Akuma,0
2119,2154,0,25/6/2021,MG,1,Doutorado,6400.0,Moderado,0.6378,1,Rafael Santos,0
2120,1498,1,22/1/1978,MG,1,Doutorado,6400.0,,0.6515,1,Irene Bryant,0
2121,1173,0,6/12/2004,CE,0,MBA,7192.32,Arrojado,0.4984,1,,0
2122,252,0,13/3/1975,MG,0,Mestrado,6124.72,Moderado,0.0937,1,Isaac Asimov,0
2123,1002,0,9/9/1966,BA,0,Pos Doutorado,9612.72,Moderado,0.3351,1,Andre Yamato,0
2124,192,1,28/2/1943,RJ,1,Mestrado,5600.0,Moderado,0.3298,1,Ana Buda,0
2125,437,1,22/12/1988,BA,1,Mestrado,5600.0,,0.074,1,Julia Bardeen,0
2126,1327,1,12/11/1998,SP,1,Medio,2400.0,Moderado,0.7533,1,,0
2127,1328,1,8/11/2012,AC,0,Fundamental,1921.76,Conservador,0.2011,1,Ana Froszen,0
2128,811,0,10/6/1986,RJ,1,Graducao,4000.0,Arrojado,0.1641,1,Silvio Froszen,0
2129,1823,1,22/12/1991,SP,1,Doutorado,6400.0,Moderado,0.722,1,Irene Assis,0
2130,449,1,9/11/1966,BA,0,Graducao,4319.2,,0.0798,1,,0
2131,1074,1,12/3/1964,RJ,0,MBA,5575.2,,0.1615,1,Ana Assis,0
2132,875,0,14/3/1994,SP,0,Doutorado,8021.12,Arrojado,0.2533,1,Antonio Santos,0
2133,959,1,5/9/1949,RJ,0,Nao fez,847.92,Arrojado,0.0599,1,Elisabeth Froszen,0
2134,751,0,19/12/2018,BA,0,Nao fez,1180.8,,0.476,1,Andre Asimov,0
2135,634,1,23/11/1940,CE,0,Mestrado,6376.16,,0.1386,1,Julia Akuma,0
2136,2021,0,17/4/1999,CE,0,Doutorado,10224.64,Arrojado,0.5976,1,Isaac Asimov,0
2137,2304,0,8/4/1975,MG,1,Tecnologo,3200.0,Moderado,0.1459,1,John Aurelio,0
2138,2243,0,21/3/1991,MG,0,MBA,7215.84,,0.5033,1,Alberto Akuma,0
2139,263,0,5/4/1963,RJ,0,Pos Doutorado,9515.52,,0.3216,1,Rafael Aurelio,0
2140,946,1,18/5/2001,RJ,1,Doutorado,6400.0,,0.0365,1,Antonieta Akuma,0
2141,203,1,8/12/1960,AC,1,Tecnologo,3200.0,Conservador,0.3495,1,Irene Bryant,0
2142,2266,0,2/3/2020,CE,0,Nao fez,1316.24,,0.6453,1,Andre Bryant,0
2143,41,0,20/9/1988,SP,1,Doutorado,6400.0,Arrojado,0.1214,1,Kant Santos,0
2144,1337,1,23/11/1969,MG,1,Fundamental,1600.0,Arrojado,0.2544,1,Elisabeth Santos,0
2145,208,1,2/11/1980,CE,0,Nao fez,1258.24,,0.5728,1,Gabriela Bardeen,0
2146,1103,1,3/5/2010,SP,0,Fundamental,2456.64,Conservador,0.5354,1,Julia Froszen,0
2147,1399,1,14/10/2005,MG,1,Nao fez,800.0,Conservador,0.0569,1,Ana Froszen,0
2148,145,0,27/7/1972,AC,0,Doutorado,8379.52,,0.3093,1,Antonio Froszen,0
2149,262,0,6/4/1977,AC,0,Medio,2527.44,Moderado,0.0531,1,,0
2150,953,1,8/6/1945,MG,0,Mestrado,8713.6,Conservador,0.556,1,,0
2151,2069,1,6/9/1941,SP,1,MBA,4800.0,Moderado,0.2116,1,,0
2152,943,1,15/4/2017,BA,0,Medio,3417.84,,0.4241,1,Antonieta Buda,0
2153,1376,0,17/3/1964,BA,0,Doutorado,11228.8,,0.7545,1,Kobe Santos,0
2154,1186,1,28/9/2013,BA,0,Nao fez,1251.92,,0.5649,1,Carlota Aurelio,0
2155,1786,0,3/2/1940,BA,0,Doutorado,10187.52,Moderado,0.5918,1,Vlad Yamato,0
2156,424,0,21/7/1938,RJ,1,Pos Doutorado,7200.0,Conservador,0.1932,1,Marco Aurelio,0
2157,2474,0,20/3/1940,RJ,1,Tecnologo,3200.0,Arrojado,0.2568,1,Francisco Targino,0
2158,47,0,12/6/1932,AC,1,Fundamental,1600.0,Conservador,0.5997,1,Antonio Bardeen,0
2159,1836,1,23/4/1966,AC,1,Nao fez,800.0,,0.4902,1,Antonieta Santos,0
2160,1959,0,22/7/1987,SP,0,Fundamental,1904.48,Arrojado,0.1903,1,Rafael Assis,0
2161,408,1,17/3/1960,RJ,0,Nao fez,894.48,Arrojado,0.1181,1,Carlota Nazare,0
2162,1923,1,28/3/1933,RJ,0,Mestrado,6100.08,,0.0893,1,Irene Akuma,0
2163,2049,0,25/12/2019,AC,1,Graducao,4000.0,,0.6019,1,Guilherme Bardeen,0
2164,1492,1,7/3/1989,AC,1,Pos Doutorado,7200.0,Conservador,0.1682,1,Gabriela Asimov,0
2165,1363,1,14/3/1971,RJ,1,Doutorado,6400.0,Conservador,0.473,1,Isabel Yamato,0
2166,1657,1,1/8/1958,BA,1,Mestrado,5600.0,,0.5109,1,Gabriela Aurelio,0
2167,31,0,23/1/2018,MG,0,Nao fez,982.56,Conservador,0.2282,1,Andre Assis,0
2168,1652,1,12/7/1944,RJ,0,Medio,4147.44,Moderado,0.7281,1,Gabriela Buda,0
2169,1440,0,8/8/1962,SP,0,MBA,7165.44,,0.4928,1,Marco Yamato,0
2170,301,0,16/8/1976,MG,0,MBA,6008.64,Conservador,0.2518,1,Marco Bryant,0
2171,2340,1,1/2/1956,BA,1,Fundamental,1600.0,Arrojado,0.6497,1,Antonieta Santos,0
2172,145,0,3/2/1981,BA,1,Fundamental,1600.0,Moderado,0.3341,1,Kant Nazare,0
2173,1824,0,22/6/1979,CE,0,Nao fez,1145.6,Conservador,0.432,1,Guilherme Akuma,0
2174,1487,1,14/11/1954,CE,0,MBA,5282.88,Arrojado,0.1006,1,Julia Bardeen,0
2175,255,1,22/5/1989,AC,1,Mestrado,5600.0,Arrojado,0.6957,1,Julia Bardeen,0
2176,1887,0,10/12/2021,SP,1,Graducao,4000.0,Arrojado,0.4901,1,Kobe Targino,0
2177,1264,1,26/8/1968,SP,1,MBA,4800.0,Conservador,0.4404,1,Ana Aurelio,0
2178,227,1,17/9/1977,RJ,1,Pos Doutorado,7200.0,,0.5836,1,Maria Akuma,0
2179,2478,0,12/12/1948,MG,0,Pos Doutorado,8612.64,Arrojado,0.1962,1,,0
2180,1265,1,23/11/1952,MG,1,Graducao,4000.0,Moderado,0.2162,1,Antonieta Bardeen,0
2181,460,1,4/1/2016,MG,0,Medio,2708.88,,0.1287,1,,0
2182,1894,0,6/9/2012,AC,1,Tecnologo,3200.0,,0.7614,1,,0
2183,942,1,1/1/1987,SP,0,Nao fez,1095.28,Conservador,0.3691,1,Carlota Assis,0
2184,1091,1,19/7/1972,MG,0,Pos Doutorado,8254.8,Moderado,0.1465,1,Carlota Yamato,0
2185,890,0,7/4/2006,SP,0,Nao fez,823.68,Moderado,0.0296,1,Marco Bryant,0
2186,641,0,8/11/1941,RJ,0,Graducao,4738.0,Arrojado,0.1845,1,Andre Bardeen,0
2187,663,0,24/11/1948,CE,1,Pos Doutorado,7200.0,Conservador,0.5469,1,Guilherme Asimov,0
2188,1022,1,4/8/1983,AC,1,Pos Doutorado,7200.0,Conservador,0.6153,1,Antonieta Targino,0
2189,283,1,27/8/1971,MG,1,Pos Doutorado,7200.0,Arrojado,0.6807,1,Isabel Buda,0
2190,1671,0,6/12/1995,AC,1,Pos Doutorado,7200.0,Moderado,0.456,1,Silvio Nazare,0
2191,1747,0,17/3/1966,SP,1,Nao fez,800.0,Moderado,0.596,1,Antonio Asimov,0
2192,1113,0,13/5/1999,MG,1,Nao fez,800.0,,0.4035,1,Antonio Buda,0
2193,1501,1,28/11/2008,BA,0,MBA,6733.92,Arrojado,0.4029,1,Maria Yamato,0
2194,648,0,19/7/1976,RJ,0,Tecnologo,4634.24,Conservador,0.4482,1,Francisco Asimov,0
2195,1930,1,18/9/1937,AC,0,Fundamental,2833.92,Conservador,0.7712,1,Carlota Santos,0
2196,848,1,13/1/1937,SP,0,Tecnologo,4372.16,Arrojado,0.3663,1,Julia Asimov,0
2197,1062,1,28/3/1947,SP,1,Mestrado,5600.0,Conservador,0.6982,1,Isabel Assis,0
2198,456,1,27/10/1958,CE,1,MBA,4800.0,Arrojado,0.436,1,Gabriela Buda,0
2199,1987,1,27/12/1985,AC,1,Tecnologo,3200.0,Arrojado,0.6495,1,Elisabeth Bardeen,0
2200,1367,1,15/1/1968,MG,0,Tecnologo,4896.96,Arrojado,0.5303,1,Ana Santos,0
2201,1192,0,6/9/2007,SP,1,Pos Doutorado,7200.0,Arrojado,0.2348,1,Antonio Bryant,0
2202,1628,0,24/3/1964,BA,0,MBA,6834.24,Arrojado,0.4238,1,Alberto Yamato,0
2203,270,0,20/12/1943,CE,0,Doutorado,8584.96,,0.3414,1,Rafael Nazare,0
2204,2016,0,1/9/1961,CE,0,Doutorado,8958.72,,0.3998,1,John Targino,0
2205,1555,0,26/12/1986,MG,0,Mestrado,9388.96,Conservador,0.6766,1,Kant Targino,0
2206,649,1,23/12/1993,CE,0,Graducao,4902.8,Moderado,0.2257,1,Irene Santos,0
2207,1422,1,20/1/1949,AC,0,Tecnologo,3860.48,Moderado,0.2064,1,Carlota Bardeen,0
2208,1309,1,25/4/2020,CE,1,Graducao,4000.0,Arrojado,0.1825,1,Carlota Santos,0
2209,692,1,22/1/2003,MG,1,Doutorado,6400.0,Conservador,0.4552,1,Carlota Aurelio,0
2210,450,0,17/7/1952,BA,1,MBA,4800.0,Conservador,0.0834,1,Guilherme Nazare,0
2211,1343,0,11/1/2007,MG,0,Nao fez,1409.76,,0.7622,1,John Yamato,0
2212,256,1,26/2/1944,AC,1,Mestrado,5600.0,,0.184,1,Isabel Bardeen,0
2213,122,1,8/11/1963,BA,0,Medio,2646.72,Moderado,0.1028,1,Ana Froszen,0
2214,963,0,28/10/1997,BA,0,MBA,7433.28,,0.5486,1,Marco Santos,0
2215,205,1,10/10/1996,RJ,0,MBA,7484.64,,0.5593,1,Maria Asimov,0
2216,1652,0,9/5/2014,AC,1,Mestrado,5600.0,,0.3818,1,Antonio Buda,0
2217,2174,1,28/11/1941,SP,0,Nao fez,964.16,,0.2052,1,Maria Targino,0
2218,1148,1,27/5/1968,RJ,0,Graducao,5191.6,,0.2979,1,Isabel Targino,0
2219,1617,0,27/7/2003,RJ,1,MBA,4800.0,Conservador,0.2002,1,Kobe Froszen,0
2220,2310,0,4/3/1971,CE,1,MBA,4800.0,Arrojado,0.6318,1,Francisco Froszen,0
2221,1057,1,6/4/2018,BA,0,Fundamental,2378.72,Conservador,0.4867,1,,0
2222,1018,1,16/11/1947,MG,0,Fundamental,2766.72,Arrojado,0.7292,1,Irene Bryant,0
2223,1418,1,20/7/2016,RJ,1,Graducao,4000.0,Moderado,0.7938,1,,0
2224,0,1,3/3/1984,MG,0,Tecnologo,3525.12,Conservador,0.1016,1,Maria Bryant,0
2225,1111,1,22/2/1988,RJ,1,Medio,2400.0,Arrojado,0.7214,1,Antonieta Akuma,0
2226,2441,0,15/3/1961,MG,1,Mestrado,5600.0,Conservador,0.0683,1,Marco Bryant,0
2227,2477,0,19/4/1948,RJ,0,Mestrado,7722.96,Arrojado,0.3791,1,Andre Buda,0
2228,1749,1,24/3/1934,SP,0,Mestrado,5828.48,Conservador,0.0408,1,,0
2229,1930,0,5/7/1996,AC,0,Tecnologo,4011.52,Moderado,0.2536,1,Andre Nazare,0
2230,1809,1,8/5/2009,MG,0,Tecnologo,4655.68,Conservador,0.4549,1,Elisabeth Akuma,0
2231,1368,1,28/7/1989,CE,0,Nao fez,1090.96,Conservador,0.3637,1,,0
2232,692,0,23/3/1969,AC,0,MBA,6412.8,Arrojado,0.336,1,Vlad Asimov,0
2233,729,0,13/9/1961,MG,0,Pos Doutorado,9248.4,Moderado,0.2845,1,Antonio Aurelio,0
2234,167,0,1/11/1962,RJ,0,Tecnologo,4030.4,Conservador,0.2595,1,Alberto Aurelio,0
2235,1341,0,22/1/1993,CE,1,Graducao,4000.0,Arrojado,0.4072,1,,0
2236,889,1,15/9/1945,RJ,1,Tecnologo,3200.0,Conservador,0.4417,1,Isabel Aurelio,0
2237,1434,1,6/9/1954,MG,1,MBA,4800.0,Conservador,0.2373,1,Gabriela Bryant,0
2238,2175,1,5/12/1967,BA,1,MBA,4800.0,Arrojado,0.1219,1,Carlota Santos,0
2239,2188,0,5/8/1990,BA,1,MBA,4800.0,Moderado,0.6702,1,Guilherme Bardeen,0
2240,245,0,2/3/1991,SP,1,MBA,4800.0,,0.302,1,Antonio Yamato,0
2241,216,0,1/12/1980,RJ,1,MBA,4800.0,Arrojado,0.5821,1,Andre Targino,0
2242,1791,0,23/12/1984,CE,1,Doutorado,6400.0,Conservador,0.2817,1,,0
2243,1159,0,19/12/1975,AC,0,Pos Doutorado,10871.28,Conservador,0.5099,1,Antonio Nazare,0
2244,372,0,18/9/2000,AC,0,Pos Doutorado,12949.2,Arrojado,0.7985,1,Antonio Targino,0
2245,1826,1,23/2/1970,MG,0,Graducao,4753.6,,0.1884,1,,0
2246,264,1,13/1/1940,BA,1,Medio,2400.0,Arrojado,0.1,1,Elisabeth Buda,0
2247,2028,0,17/7/1976,BA,0,Nao fez,906.08,Conservador,0.1326,1,,0
2248,1931,0,6/1/1983,BA,1,Graducao,4000.0,Moderado,0.3173,1,Guilherme Akuma,0
2249,2197,1,19/11/1959,AC,1,Graducao,4000.0,Conservador,0.6459,1,Maria Santos,0
2250,1228,1,21/1/1936,MG,0,Nao fez,1128.08,Conservador,0.4101,1,Ana Froszen,0
2251,2401,1,15/6/1957,AC,0,MBA,8340.48,,0.7376,1,Ana Asimov,0
2252,83,0,7/1/2018,CE,1,Mestrado,5600.0,Conservador,0.5735,1,,0
2253,2170,1,12/11/1971,MG,0,Fundamental,2283.68,Conservador,0.4273,1,Carlota Froszen,0
2254,27,1,5/7/1980,MG,1,Graducao,4000.0,Conservador,0.4228,1,Isabel Bardeen,0
2255,1852,0,2/9/2007,BA,1,Medio,2400.0,,0.0427,1,Francisco Froszen,0
2256,2347,1,2/10/1939,CE,0,Medio,3160.8,,0.317,1,Irene Bryant,0
2257,1239,1,15/2/2014,RJ,0,Graducao,7020.0,Arrojado,0.755,1,Isabel Assis,0
2258,1573,0,25/11/2004,CE,0,Fundamental,1788.8,,0.118,1,Francisco Froszen,0
2259,2088,0,5/8/2020,MG,0,Doutorado,7984.0,Arrojado,0.2475,1,Kant Bryant,0
2260,2129,0,17/11/2002,CE,1,Mestrado,5600.0,Conservador,0.1048,1,Alberto Yamato,0
2261,2108,0,21/4/1979,SP,1,Graducao,4000.0,Arrojado,0.6644,1,,0
2262,1691,0,25/4/1990,BA,0,Tecnologo,4504.32,,0.4076,1,Marco Assis,0
2263,1568,0,4/5/1986,MG,0,Tecnologo,4920.64,,0.5377,1,Silvio Akuma,0
2264,1249,0,22/12/1990,AC,1,Nao fez,800.0,,0.151,1,Alberto Akuma,0
2265,2095,0,1/12/1943,AC,1,Pos Doutorado,7200.0,,0.3148,1,Vlad Bryant,0
2266,2100,0,24/3/2017,CE,0,Fundamental,2214.08,Moderado,0.3838,1,,0
2267,170,0,19/4/1961,MG,0,Nao fez,812.56,,0.0157,1,Silvio Targino,0
2268,2258,1,17/1/1981,CE,1,Graducao,4000.0,,0.4592,1,Isabel Aurelio,0
2269,964,1,2/5/1984,BA,0,Medio,3117.84,Moderado,0.2991,1,Irene Bardeen,0
2270,750,1,14/7/2001,CE,0,Medio,3811.92,Moderado,0.5883,1,Gabriela Yamato,0
2271,894,0,3/1/1945,CE,1,Mestrado,5600.0,Arrojado,0.7536,1,Isaac Nazare,0
2272,1745,1,16/4/2021,SP,1,Nao fez,800.0,,0.5734,1,Ana Bardeen,0
2273,1606,0,24/7/1940,MG,1,Doutorado,6400.0,,0.1439,1,Andre Aurelio,0
2274,341,1,21/2/2016,RJ,0,Fundamental,2625.28,Moderado,0.6408,1,Ana Bryant,0
2275,728,1,25/5/1999,MG,1,Mestrado,5600.0,Moderado,0.4132,1,,0
2276,790,0,6/6/1962,MG,0,MBA,8142.24,Conservador,0.6963,1,,0
2277,202,0,22/4/1976,SP,0,Mestrado,9048.48,Conservador,0.6158,1,Rafael Aurelio,0
2278,403,1,16/6/1938,RJ,0,Nao fez,854.64,Conservador,0.0683,1,Isabel Buda,0
2279,239,1,7/11/1956,MG,1,Doutorado,6400.0,Moderado,0.2402,1,Carlota Asimov,0
2280,223,0,17/9/1979,AC,1,Tecnologo,3200.0,Arrojado,0.2497,1,Kobe Yamato,0
2281,1437,1,2/9/2017,RJ,0,Mestrado,6648.88,,0.1873,1,Gabriela Assis,0
2282,587,0,26/9/1971,RJ,0,Tecnologo,3886.08,Conservador,0.2144,1,,0
2283,313,0,4/1/2018,RJ,0,Nao fez,838.4,Conservador,0.048,1,,0
2284,672,1,4/3/1963,SP,0,Tecnologo,4224.96,Conservador,0.3203,1,Irene Buda,0
2285,121,0,5/6/1998,BA,0,Fundamental,1679.84,Moderado,0.0499,1,Kobe Aurelio,0
2286,1321,1,26/8/1943,RJ,1,MBA,4800.0,Arrojado,0.229,1,Irene Assis,0
2287,2474,1,2/12/1977,MG,1,Mestrado,5600.0,,0.3688,1,Maria Bardeen,0
2288,1574,1,21/4/2016,BA,0,Fundamental,2879.36,Conservador,0.7996,1,Julia Aurelio,0
2289,861,1,15/5/1950,AC,1,Nao fez,800.0,Conservador,0.1753,1,Isabel Santos,0
2290,2242,0,28/4/1943,RJ,1,Mestrado,5600.0,,0.7654,1,,0
2291,785,1,23/12/2008,BA,1,Pos Doutorado,7200.0,,0.6561,1,Irene Santos,0
2292,2466,1,28/9/1933,AC,0,Tecnologo,3560.96,Conservador,0.1128,1,Antonieta Aurelio,0
2293,156,0,14/9/1997,CE,0,Doutorado,8188.16,,0.2794,1,Isaac Bryant,0
2294,1827,0,11/5/1996,MG,0,MBA,6559.68,Conservador,0.3666,1,Kobe Asimov,0
2295,1986,0,9/2/1954,AC,1,Nao fez,800.0,Conservador,0.2918,1,Antonio Santos,0
2296,1786,0,21/6/1971,AC,1,Pos Doutorado,7200.0,Conservador,0.2423,1,Antonio Buda,0
2297,1720,0,13/6/1961,CE,1,Tecnologo,3200.0,Conservador,0.3272,1,John Yamato,0
2298,1946,1,22/1/1978,CE,1,Nao fez,800.0,Conservador,0.0414,1,Julia Akuma,0
2299,447,0,22/11/2009,RJ,1,Fundamental,1600.0,,0.435,1,Alberto Yamato,0
2300,1670,1,2/12/2008,BA,0,Graducao,4216.8,Conservador,0.0542,1,,0
2301,1456,0,19/8/1962,CE,0,Tecnologo,5169.6,Arrojado,0.6155,1,John Bryant,0
2302,1004,0,26/8/1934,MG,1,MBA,4800.0,Arrojado,0.1894,1,Marco Aurelio,0
2303,1129,1,17/10/1958,BA,0,Mestrado,8560.16,Arrojado,0.5286,1,Ana Bryant,0
2304,2106,0,11/9/2006,CE,0,MBA,8379.36,Moderado,0.7457,1,,0
2305,2262,0,6/7/1961,SP,0,Nao fez,1395.04,Conservador,0.7438,1,Silvio Yamato,0
2306,1038,0,1/9/1938,SP,1,Graducao,4000.0,Arrojado,0.4033,1,Marco Yamato,0
2307,38,1,13/5/1962,SP,0,Medio,4084.32,Moderado,0.7018,1,Ana Bryant,0
2308,1762,1,2/1/2016,RJ,0,Doutorado,7925.76,Conservador,0.2384,1,Carlota Aurelio,0
2309,1155,1,24/8/1990,SP,1,Fundamental,1600.0,Arrojado,0.5224,1,Maria Akuma,0
2310,366,0,10/3/2014,AC,0,Fundamental,2538.88,Moderado,0.5868,1,Andre Froszen,0
2311,2190,1,10/7/1981,RJ,0,Nao fez,1052.8,Arrojado,0.316,1,Elisabeth Santos,0
2312,669,0,13/5/1978,SP,1,Medio,2400.0,Arrojado,0.0622,1,Isaac Bardeen,0
2313,1528,1,3/10/1968,SP,0,Mestrado,5923.12,Arrojado,0.0577,1,Antonieta Bardeen,0
2314,1586,1,8/3/1968,BA,0,Fundamental,2041.44,Conservador,0.2759,1,,0
2315,1907,0,1/5/1964,BA,1,Doutorado,6400.0,Arrojado,0.3968,1,Vlad Asimov,0
2316,1995,1,12/12/1961,CE,1,Pos Doutorado,7200.0,Conservador,0.7564,1,Gabriela Buda,0
2317,759,1,27/11/1997,MG,0,Nao fez,1426.8,,0.7835,1,Antonieta Asimov,0
2318,1073,0,18/7/1984,BA,0,MBA,5118.72,,0.0664,1,Silvio Nazare,0
2319,349,0,24/12/1959,AC,1,Doutorado,6400.0,Conservador,0.2293,1,Silvio Asimov,0
2320,2323,1,16/8/2009,RJ,1,Fundamental,1600.0,Arrojado,0.7444,1,,0
2321,1899,0,26/12/2013,SP,0,MBA,8268.96,Arrojado,0.7227,1,Antonio Nazare,0
2322,1862,0,2/8/2011,SP,0,Tecnologo,4530.56,,0.4158,1,John Aurelio,0
2323,805,1,26/1/2015,BA,0,Fundamental,2564.16,Moderado,0.6026,1,Ana Yamato,0
2324,2398,1,10/6/2019,SP,0,Tecnologo,4175.68,Conservador,0.3049,1,Maria Buda,0
2325,1290,0,22/10/2006,SP,1,Fundamental,1600.0,Arrojado,0.7612,1,Guilherme Buda,0
2326,1579,1,3/1/1968,BA,0,Tecnologo,3406.08,Arrojado,0.0644,1,Elisabeth Targino,0
2327,506,0,10/4/1987,MG,1,Nao fez,800.0,Moderado,0.2034,1,Vlad Aurelio,0
2328,358,1,3/9/1972,AC,0,Nao fez,1076.56,,0.3457,1,Irene Akuma,0
2329,2323,0,15/3/1944,CE,1,MBA,4800.0,Arrojado,0.0139,1,John Targino,0
2330,1342,0,3/6/1970,RJ,0,Nao fez,987.36,,0.2342,1,Francisco Targino,0
2331,73,0,6/10/2013,RJ,1,Fundamental,1600.0,Moderado,0.792,1,Andre Assis,0
2332,789,1,21/5/1983,AC,0,Nao fez,1394.24,Arrojado,0.7428,1,,0
2333,1033,0,2/9/1951,BA,1,Tecnologo,3200.0,Moderado,0.1358,1,Marco Akuma,0
2334,434,0,28/8/1953,CE,1,Mestrado,5600.0,Arrojado,0.2951,1,Vlad Bryant,0
2335,17,0,20/5/1973,RJ,1,MBA,4800.0,Arrojado,0.1024,1,Antonio Yamato,0
2336,279,0,26/3/1996,BA,0,Tecnologo,5008.32,Arrojado,0.5651,1,,0
2337,170,0,1/10/1970,SP,0,Mestrado,8912.4,Conservador,0.5915,1,Marco Buda,0
2338,1344,1,14/9/2007,BA,0,Doutorado,7371.52,Moderado,0.1518,1,Isabel Nazare,0
2339,1643,1,11/10/2001,AC,1,Doutorado,6400.0,Arrojado,0.643,1,Elisabeth Nazare,0
2340,2203,0,11/1/2000,AC,1,Pos Doutorado,7200.0,Moderado,0.1635,1,Kobe Buda,0
2341,609,0,21/8/1938,AC,0,Fundamental,2449.92,Moderado,0.5312,1,Kant Bardeen,0
2342,1568,1,2/7/1934,RJ,0,Medio,2948.64,Arrojado,0.2286,1,Maria Bryant,0
2343,2065,0,1/10/2013,MG,1,Nao fez,800.0,Conservador,0.7214,1,Rafael Buda,0
2344,1649,0,4/7/1965,SP,1,Tecnologo,3200.0,Arrojado,0.612,1,Antonio Assis,0
2345,1028,1,5/12/1978,RJ,0,Doutorado,7069.44,Moderado,0.1046,1,Gabriela Yamato,0
2346,954,1,19/9/2008,SP,1,Mestrado,5600.0,Moderado,0.7517,1,Antonieta Akuma,0
2347,639,0,14/2/2006,CE,0,MBA,4927.68,Conservador,0.0266,1,,0
2348,1234,0,2/4/1961,AC,0,Pos Doutorado,10329.12,Conservador,0.4346,1,,0
2349,449,0,22/2/2013,AC,0,Mestrado,8306.48,Conservador,0.4833,1,Andre Santos,0
2350,2378,0,15/7/1966,MG,1,Doutorado,6400.0,,0.3236,1,John Akuma,0
2351,1910,0,20/12/1973,BA,1,Fundamental,1600.0,Arrojado,0.4449,1,Guilherme Santos,0
2352,10,0,24/4/1977,RJ,1,Tecnologo,3200.0,Conservador,0.2231,1,,0
2353,860,1,21/7/1951,SP,0,Tecnologo,3719.68,,0.1624,1,Carlota Akuma,0
2354,1643,1,24/2/1953,AC,0,Fundamental,2683.68,Conservador,0.6773,1,Antonieta Santos,0
2355,1259,0,25/3/1970,RJ,1,Pos Doutorado,7200.0,Arrojado,0.1921,1,John Akuma,0
2356,1306,1,7/5/2014,SP,0,Doutorado,6485.76,,0.0134,1,Julia Targino,0
2357,572,0,26/9/2014,CE,0,Medio,3849.36,Conservador,0.6039,1,Isaac Nazare,0
2358,1020,0,4/7/1948,BA,1,MBA,4800.0,Conservador,0.7972,1,Isaac Aurelio,0
2359,2193,0,17/6/2009,CE,1,Tecnologo,3200.0,Conservador,0.0625,1,Rafael Froszen,0
2360,1551,0,23/6/2009,RJ,0,Pos Doutorado,7830.72,Moderado,0.0876,1,Marco Bardeen,0
2361,6,0,8/4/2009,SP,1,Graducao,4000.0,,0.6092,1,Alberto Yamato,0
2362,1145,1,2/8/1966,MG,1,Tecnologo,3200.0,Conservador,0.7963,1,Julia Assis,0
2363,1649,1,28/4/1951,RJ,0,MBA,8450.4,Moderado,0.7605,1,Irene Asimov,0
2364,2021,0,2/11/1988,SP,1,MBA,4800.0,Arrojado,0.379,1,John Aurelio,0
2365,2316,1,20/10/1966,BA,1,Nao fez,800.0,Arrojado,0.1957,1,,0
2366,1875,1,11/6/2017,MG,0,MBA,7686.72,Conservador,0.6014,1,,0
2367,2497,1,17/12/2011,MG,1,Nao fez,800.0,Moderado,0.2473,1,Julia Froszen,0
2368,1932,0,6/8/1959,SP,1,Nao fez,800.0,Moderado,0.2266,1,Marco Nazare,0
2369,1516,0,17/6/1935,SP,1,Nao fez,800.0,,0.0725,1,,0
2370,1382,1,5/7/1983,SP,0,Doutorado,7252.48,,0.1332,1,Julia Assis,0
2371,726,0,21/10/1960,SP,1,Fundamental,1600.0,,0.0484,1,Rafael Buda,0
2372,1392,0,13/10/2015,RJ,1,Nao fez,800.0,,0.0167,1,Isaac Nazare,0
2373,836,1,9/8/1997,RJ,1,Tecnologo,3200.0,Moderado,0.7361,1,Antonieta Assis,0
2374,1812,1,2/4/1962,CE,0,Mestrado,7559.44,,0.3499,1,Elisabeth Buda,0
