,idx,cpf,sex,birthday,stateBorn,parents,education,income,risk,save_profile,email,name,phone,percentage_save
1707,1707,871,1,13/8/1956,AC,1,Nao fez,800.0,Conservador,0.5589,1,Irene Santos,0,0.0006986249999999999
1708,1708,1456,1,20/3/2008,AC,0,Nao fez,1129.28,,0.4116,1,Antonieta Bryant,0,0.00036448002266931145
1709,1709,134,0,18/2/2014,CE,0,Doutorado,9465.6,Arrojado,0.479,1,Alberto Akuma,0,5.0604293441514535e-05
1710,1710,1269,1,17/8/1931,SP,1,MBA,4800.0,,0.0251,1,Gabriela Froszen,0,5.2291666666666664e-06
1711,1711,877,1,19/12/2006,RJ,0,Medio,4013.04,Moderado,0.6721,1,Elisabeth Buda,0,0.00016747901840001597
1712,1712,1008,0,3/3/1942,SP,0,Pos Doutorado,8560.08,Conservador,0.1889,1,,0,2.2067550770553548e-05
1713,1713,400,0,14/11/1959,AC,0,Mestrado,5819.52,Moderado,0.0392,1,Alberto Bryant,0,6.735950731331793e-06
1714,1714,83,0,10/8/1953,MG,1,Mestrado,5600.0,Arrojado,0.7961,1,John Santos,0,0.0001421607142857143
1715,1715,188,0,14/3/1952,CE,1,Doutorado,6400.0,Conservador,0.1964,1,Isaac Froszen,0,3.06875e-05
1716,1716,1789,0,9/2/1938,MG,1,Graducao,4000.0,Moderado,0.5191,1,Antonio Bryant,0,0.000129775
1717,1717,442,1,19/9/1998,MG,1,Fundamental,1600.0,,0.4139,1,Irene Asimov,0,0.0002586875
1718,1718,1981,0,6/12/2019,BA,1,Pos Doutorado,7200.0,Arrojado,0.3165,1,Isaac Akuma,0,4.3958333333333336e-05
1719,1719,1802,0,25/12/2007,RJ,1,Nao fez,800.0,Moderado,0.7936,1,Marco Aurelio,0,0.000992
1720,1720,1571,0,15/8/1943,RJ,0,Mestrado,7225.68,Arrojado,0.2903,1,Rafael Targino,0,4.017614951118787e-05
1721,1721,298,1,11/11/2001,AC,0,Graducao,4100.0,Conservador,0.025,1,Carlota Asimov,0,6.0975609756097564e-06
1722,1722,1004,0,20/1/2002,RJ,0,Medio,3012.0,Moderado,0.255,1,Kant Targino,0,8.46613545816733e-05
1723,1723,1914,1,15/3/2005,CE,1,Doutorado,6400.0,Moderado,0.4266,1,Carlota Targino,0,6.665625e-05
1724,1724,1221,1,1/2/1991,CE,0,Tecnologo,3208.32,,0.0026,1,,0,8.10392978256533e-07
1725,1725,1368,1,11/11/1970,AC,1,Pos Doutorado,7200.0,,0.7554,1,Isabel Aurelio,0,0.00010491666666666666
1726,1726,1049,1,14/11/1985,RJ,0,MBA,6220.32,,0.2959,1,Julia Akuma,0,4.756989994083906e-05
1727,1727,433,0,2/7/1992,RJ,0,Graducao,5880.8,Arrojado,0.4702,1,Alberto Nazare,0,7.995510814855122e-05
1728,1728,2266,0,2/11/2010,SP,0,Mestrado,8649.76,,0.5446,1,Silvio Yamato,0,6.296128447494497e-05
1729,1729,1385,1,12/1/1984,AC,0,Medio,4242.96,,0.7679,1,Irene Froszen,0,0.00018098214454060374
1730,1730,682,1,22/2/1950,SP,0,Mestrado,6495.44,Moderado,0.1599,1,Gabriela Aurelio,0,2.4617269961696205e-05
1731,1731,1431,0,22/8/2003,SP,1,Nao fez,800.0,Arrojado,0.7857,1,Marco Froszen,0,0.000982125
1732,1732,1989,0,13/4/1977,MG,1,Medio,2400.0,Moderado,0.1103,1,Alberto Targino,0,4.595833333333333e-05
1733,1733,1017,0,6/4/1947,MG,0,Medio,4088.4,Conservador,0.7035,1,Guilherme Santos,0,0.00017207220428529498
1734,1734,866,1,28/1/2020,MG,0,Nao fez,1313.52,Conservador,0.6419,1,Isabel Santos,0,0.0004886868871429442
1735,1735,569,0,16/8/1967,RJ,0,MBA,5670.72,Moderado,0.1814,1,Guilherme Yamato,0,3.1988883245866486e-05
1736,1736,1855,1,24/7/2020,CE,0,Pos Doutorado,10144.08,Arrojado,0.4089,1,Irene Froszen,0,4.0309224690657014e-05
1737,1737,1517,0,26/9/1971,CE,1,Fundamental,1600.0,Arrojado,0.1248,1,Alberto Nazare,0,7.8e-05
1738,1738,410,0,12/2/1963,SP,1,Tecnologo,3200.0,Arrojado,0.3748,1,Isaac Yamato,0,0.000117125
1739,1739,1155,1,3/11/1940,AC,0,Doutorado,9277.44,Conservador,0.4496,1,,0,4.8461644591611474e-05
1740,1740,994,0,5/7/2009,BA,0,Mestrado,10077.76,Conservador,0.7996,1,Alberto Asimov,0,7.934302860953227e-05
1741,1741,1483,0,12/5/2006,SP,1,Nao fez,800.0,Moderado,0.4018,1,Antonio Froszen,0,0.00050225
1742,1742,704,0,20/10/1958,SP,1,Nao fez,800.0,Arrojado,0.7031,1,Vlad Santos,0,0.0008788749999999999
1743,1743,156,0,22/1/2008,MG,0,Mestrado,7585.76,Conservador,0.3546,1,Isaac Yamato,0,4.6745481006517474e-05
1744,1744,2389,1,23/9/1951,BA,0,Doutorado,8612.48,Conservador,0.3457,1,Irene Aurelio,0,4.013942557776622e-05
1745,1745,603,0,17/2/1936,CE,0,Nao fez,926.64,Moderado,0.1583,1,Silvio Akuma,0,0.0001708322541655875
1746,1746,2487,0,28/4/1971,AC,0,Doutorado,7361.92,Arrojado,0.1503,1,Silvio Yamato,0,2.041586977310267e-05
1747,1747,1256,1,21/7/1982,BA,0,Nao fez,1203.76,Arrojado,0.5047,1,Julia Bryant,0,0.0004192696218515319
1748,1748,700,0,16/11/2009,BA,0,Nao fez,1349.6,Moderado,0.687,1,Rafael Nazare,0,0.0005090397154712508
1749,1749,322,0,17/11/2012,MG,0,Doutorado,9991.04,Moderado,0.5611,1,,0,5.6160319646403175e-05
1750,1750,1927,0,18/9/1995,BA,1,Tecnologo,3200.0,,0.4393,1,Kobe Asimov,0,0.00013728125
1751,1751,1161,0,16/1/1959,AC,1,Pos Doutorado,7200.0,,0.4839,1,Vlad Aurelio,0,6.720833333333333e-05
1752,1752,1280,0,13/5/2006,MG,0,Graducao,4545.2,Conservador,0.1363,1,Kobe Targino,0,2.9987679310041364e-05
1753,1753,1076,1,13/10/2001,SP,0,Pos Doutorado,9506.16,Conservador,0.3203,1,Gabriela Buda,0,3.369394161259646e-05
1754,1754,1741,1,10/12/1931,CE,1,Medio,2400.0,Moderado,0.7877,1,,0,0.0003282083333333333
1755,1755,2459,0,4/8/1934,BA,1,MBA,4800.0,Conservador,0.4563,1,Alberto Aurelio,0,9.50625e-05
1756,1756,1098,0,26/5/1950,AC,1,MBA,4800.0,Arrojado,0.5578,1,Francisco Bardeen,0,0.00011620833333333333
1757,1757,1614,0,12/10/2000,CE,1,Doutorado,6400.0,,0.2667,1,Kant Santos,0,4.1671875e-05
1758,1758,2466,1,21/10/1977,SP,0,Tecnologo,4118.08,Arrojado,0.2869,1,Ana Santos,0,6.966838915222628e-05
1759,1759,675,1,2/2/1956,AC,1,Nao fez,800.0,,0.5529999999999999,1,Antonieta Aurelio,0,0.0006912499999999999
1760,1760,1620,0,11/4/1933,CE,0,Nao fez,1365.36,,0.7067,1,Guilherme Nazare,0,0.0005175924298353548
1761,1761,377,1,17/7/1970,CE,1,Nao fez,800.0,,0.4131,1,Elisabeth Santos,0,0.000516375
1762,1762,1168,0,2/12/1965,CE,1,Nao fez,800.0,,0.3715,1,Andre Aurelio,0,0.000464375
1763,1763,1694,1,1/11/1960,MG,0,MBA,6130.56,Moderado,0.2772,1,Elisabeth Santos,0,4.5216097713748824e-05
1764,1764,1594,0,8/11/1999,BA,1,Mestrado,5600.0,Moderado,0.3861,1,Isaac Assis,0,6.894642857142858e-05
1765,1765,1337,0,6/2/2001,SP,0,Pos Doutorado,9402.48,,0.3059,1,Isaac Targino,0,3.253396976116939e-05
1766,1766,889,1,26/1/1969,AC,0,Medio,3013.2,Arrojado,0.2555,1,Julia Aurelio,0,8.479357493694412e-05
1767,1767,1349,0,15/8/1947,BA,0,Graducao,7006.4,,0.7516,1,Guilherme Yamato,0,0.00010727335007992694
1768,1768,110,0,19/11/1942,AC,0,Graducao,6774.4,Conservador,0.6936,1,Alberto Asimov,0,0.00010238545111006142
1769,1769,676,1,7/9/2000,MG,0,Fundamental,1651.36,Conservador,0.0321,1,Antonieta Aurelio,0,1.9438523398895455e-05
1770,1770,1464,1,6/4/1950,MG,1,Doutorado,6400.0,,0.3021,1,Gabriela Buda,0,4.7203125e-05
1771,1771,311,0,20/4/1980,RJ,1,Pos Doutorado,7200.0,Arrojado,0.5857,1,Rafael Santos,0,8.134722222222222e-05
1772,1772,2005,1,26/1/1952,CE,1,Mestrado,5600.0,Arrojado,0.1475,1,Carlota Bardeen,0,2.6339285714285713e-05
1773,1773,1994,1,19/10/1991,AC,0,Nao fez,1324.64,Moderado,0.6558,1,Irene Akuma,0,0.0004950779079598986
1774,1774,1792,0,6/5/1931,CE,0,Doutorado,9972.48,Arrojado,0.5582,1,Andre Bardeen,0,5.597404055962008e-05
1775,1775,573,1,14/8/1978,AC,1,Doutorado,6400.0,Arrojado,0.2477,1,Carlota Froszen,0,3.8703125e-05
1776,1776,2079,0,21/7/2008,MG,1,Mestrado,5600.0,Moderado,0.5029,1,Rafael Asimov,0,8.980357142857143e-05
1777,1777,2134,1,8/9/1986,AC,0,Tecnologo,4800.64,Conservador,0.5002,1,Maria Buda,0,0.0001041944407412345
1778,1778,1171,1,12/11/1994,SP,0,Mestrado,9684.64,Arrojado,0.7294,1,,0,7.531513819821904e-05
1779,1779,1080,0,8/10/1966,AC,0,Medio,2429.28,Moderado,0.0122,1,Alberto Assis,0,5.022064150694856e-06
1780,1780,1999,1,27/7/1983,BA,1,MBA,4800.0,,0.5832,1,Isabel Yamato,0,0.00012150000000000001
1781,1781,1677,0,7/4/1989,CE,0,Tecnologo,4130.88,,0.2909,1,Alberto Assis,0,7.042083042838329e-05
1782,1782,1268,1,8/4/1992,AC,0,Fundamental,1614.4,Conservador,0.009000000000000001,1,Carlota Asimov,0,5.5748265609514376e-06
1783,1783,208,1,23/5/1943,CE,1,Tecnologo,3200.0,Arrojado,0.6748,1,Isabel Akuma,0,0.000210875
1784,1784,392,0,22/3/1982,AC,1,Pos Doutorado,7200.0,Conservador,0.5279,1,,0,7.331944444444444e-05
1785,1785,436,1,17/7/1933,RJ,1,MBA,4800.0,Arrojado,0.7791,1,Elisabeth Akuma,0,0.0001623125
1786,1786,220,1,26/9/1956,AC,0,Nao fez,1399.68,Arrojado,0.7496,1,,0,0.0005355509830818472
1787,1787,657,0,3/2/1935,SP,0,Fundamental,1672.16,,0.0451,1,,0,2.6971103243708734e-05
1788,1788,1988,1,28/4/1971,AC,0,Tecnologo,3349.12,Moderado,0.0466,1,Ana Assis,0,1.3914102809096122e-05
1789,1789,2465,0,16/5/1999,BA,1,Fundamental,1600.0,Conservador,0.155,1,Kant Nazare,0,9.6875e-05
1790,1790,853,1,25/3/1980,AC,0,Doutorado,7701.76,Conservador,0.2034,1,Ana Targino,0,2.6409547947482134e-05
1791,1791,1496,1,16/12/1980,SP,0,Nao fez,1064.08,Arrojado,0.3301,1,Elisabeth Yamato,0,0.0003102210360123299
1792,1792,1101,0,6/6/1975,BA,0,MBA,5208.0,Conservador,0.085,1,Vlad Asimov,0,1.6321044546851e-05
1793,1793,821,1,13/7/1986,MG,1,Pos Doutorado,7200.0,Moderado,0.2269,1,Irene Yamato,0,3.151388888888889e-05
1794,1794,2396,0,17/1/2020,MG,0,Pos Doutorado,8433.36,Moderado,0.1713,1,Isaac Yamato,0,2.03121887361621e-05
1795,1795,1299,1,15/12/1962,SP,1,Graducao,4000.0,,0.2772,1,Isabel Aurelio,0,6.93e-05
1796,1796,2335,0,5/9/2020,SP,1,Fundamental,1600.0,Arrojado,0.6842,1,Andre Bardeen,0,0.000427625
1797,1797,960,0,20/4/2011,MG,1,Mestrado,5600.0,,0.0262,1,Alberto Nazare,0,4.6785714285714284e-06
1798,1798,824,1,24/3/1977,BA,0,Fundamental,1675.52,,0.0472,1,Antonieta Aurelio,0,2.8170359052711994e-05
1799,1799,68,0,19/10/2005,RJ,1,Graducao,4000.0,,0.2257,1,Guilherme Bardeen,0,5.6425e-05
1800,1800,1699,1,10/4/1965,SP,1,Medio,2400.0,Arrojado,0.7204,1,Irene Yamato,0,0.0003001666666666667
1801,1801,1981,1,1/3/1940,AC,1,Pos Doutorado,7200.0,Arrojado,0.4677,1,Gabriela Yamato,0,6.495833333333333e-05
1802,1802,431,1,9/8/1947,MG,0,MBA,8309.76,Moderado,0.7312,1,Elisabeth Assis,0,8.799291435613061e-05
1803,1803,2131,1,21/9/1955,CE,0,Tecnologo,4057.6,Conservador,0.268,1,Carlota Asimov,0,6.604889589905364e-05
1804,1804,2455,0,3/9/1947,AC,1,MBA,4800.0,Arrojado,0.6728,1,,0,0.00014016666666666667
1805,1805,1024,0,16/4/1955,CE,1,Pos Doutorado,7200.0,Arrojado,0.3335,1,Guilherme Nazare,0,4.6319444444444445e-05
1806,1806,324,0,9/7/1974,AC,1,Graducao,4000.0,Moderado,0.337,1,John Buda,0,8.425e-05
1807,1807,389,0,4/11/1985,AC,1,Graducao,4000.0,Arrojado,0.1781,1,Guilherme Bryant,0,4.4525000000000005e-05
1808,1808,1515,0,26/5/1964,BA,1,Medio,2400.0,,0.7234,1,,0,0.0003014166666666667
1809,1809,622,0,5/6/1933,RJ,0,Medio,2730.0,Arrojado,0.1375,1,Francisco Targino,0,5.036630036630037e-05
1810,1810,613,1,16/5/1955,AC,0,Tecnologo,4561.28,Arrojado,0.4254,1,Maria Froszen,0,9.326329451382068e-05
1811,1811,2184,0,19/6/1962,RJ,1,Medio,2400.0,Conservador,0.6087,1,Silvio Yamato,0,0.000253625
1812,1812,2073,0,5/7/1941,BA,0,Pos Doutorado,7934.4,Arrojado,0.102,1,Marco Nazare,0,1.2855414398064125e-05
1813,1813,1627,0,5/5/1961,BA,1,Nao fez,800.0,,0.2092,1,Alberto Bryant,0,0.0002615
1814,1814,1406,0,21/5/1959,RJ,0,Nao fez,863.44,Moderado,0.0793,1,Isaac Yamato,0,9.184193458723245e-05
1815,1815,1631,0,21/8/1986,RJ,0,MBA,7332.0,Arrojado,0.5275,1,Vlad Yamato,0,7.194489907255864e-05
1816,1816,1456,1,19/5/1954,MG,0,MBA,6323.52,,0.3174,1,Irene Froszen,0,5.019356307879156e-05
1817,1817,112,0,24/6/1960,CE,0,Pos Doutorado,8361.36,Arrojado,0.1613,1,,0,1.9291120104863323e-05
1818,1818,1944,1,9/6/2011,RJ,0,Nao fez,1317.28,Arrojado,0.6466,1,,0,0.0004908599538442852
1819,1819,1903,1,23/4/1995,CE,1,Fundamental,1600.0,,0.4742,1,,0,0.000296375
1820,1820,382,1,10/2/1935,CE,0,Nao fez,1244.4,Arrojado,0.5555,1,Maria Assis,0,0.0004463998714239794
1821,1821,2279,1,12/4/2001,AC,0,Mestrado,6105.68,Arrojado,0.0903,1,Gabriela Yamato,0,1.4789507475006878e-05
1822,1822,2457,1,18/11/2008,CE,1,Fundamental,1600.0,Moderado,0.0839,1,Ana Assis,0,5.24375e-05
1823,1823,321,1,10/8/1948,AC,1,Mestrado,5600.0,Conservador,0.4078,1,Isabel Froszen,0,7.282142857142858e-05
1824,1824,720,1,28/6/2010,BA,0,Graducao,6236.8,Conservador,0.5592,1,,0,8.966136480246281e-05
1825,1825,553,0,27/7/1975,CE,1,Nao fez,800.0,Moderado,0.3122,1,Marco Nazare,0,0.00039024999999999997
1826,1826,553,0,2/6/1994,BA,0,Nao fez,1004.56,,0.2557,1,Isaac Buda,0,0.0002545393007884049
1827,1827,695,0,22/4/1942,SP,0,Nao fez,1209.2,Arrojado,0.5115,1,Vlad Targino,0,0.00042300694674164734
1828,1828,253,0,23/1/1984,RJ,1,Fundamental,1600.0,Conservador,0.6417,1,Vlad Froszen,0,0.00040106250000000005
1829,1829,758,0,12/3/1991,MG,0,Graducao,4005.6,,0.0014,1,Isaac Buda,0,3.4951068504094267e-07
1830,1830,2331,1,18/3/1949,CE,1,Graducao,4000.0,Arrojado,0.4823,1,Irene Yamato,0,0.000120575
1831,1831,2164,1,27/8/1994,MG,1,Tecnologo,3200.0,,0.4988,1,,0,0.000155875
1832,1832,799,1,21/3/1941,AC,0,Medio,3219.6,Arrojado,0.3415,1,,0,0.00010606907690396324
1833,1833,910,1,17/2/1962,MG,0,Mestrado,7879.2,Conservador,0.40700000000000003,1,Elisabeth Akuma,0,5.16549903543507e-05
1834,1834,19,1,3/6/1982,BA,0,Fundamental,1661.28,Moderado,0.0383,1,Maria Froszen,0,2.3054512183376674e-05
1835,1835,758,0,10/2/2011,SP,0,Tecnologo,5684.8,Moderado,0.7765,1,Guilherme Akuma,0,0.00013659231635237826
1836,1836,1079,0,23/10/1959,CE,1,Nao fez,800.0,Conservador,0.7246,1,Andre Bardeen,0,0.00090575
1837,1837,2026,1,1/12/1950,AC,0,Doutorado,6904.96,Conservador,0.0789,1,Isabel Asimov,0,1.1426568727407544e-05
1838,1838,504,1,26/9/1977,CE,1,Mestrado,5600.0,Moderado,0.2864,1,Carlota Targino,0,5.114285714285714e-05
1839,1839,2403,1,10/8/1945,RJ,0,Doutorado,11303.04,Moderado,0.7661,1,Isabel Buda,0,6.777822603476587e-05
1840,1840,1660,0,10/7/1962,SP,0,Pos Doutorado,8460.72,Arrojado,0.1751,1,Marco Nazare,0,2.0695638196276443e-05
1841,1841,1489,1,7/1/1941,CE,1,Pos Doutorado,7200.0,Arrojado,0.3689,1,Julia Assis,0,5.123611111111111e-05
1842,1842,108,1,25/9/1964,AC,0,Mestrado,6237.28,Moderado,0.1138,1,Gabriela Aurelio,0,1.824513249365108e-05
1843,1843,735,1,19/10/1988,SP,0,Tecnologo,5174.08,Moderado,0.6169,1,Antonieta Nazare,0,0.00011922892572206074
1844,1844,1734,0,19/8/1973,AC,1,MBA,4800.0,,0.7193,1,,0,0.00014985416666666668
1845,1845,236,0,20/5/1971,RJ,0,MBA,5725.44,,0.1928,1,Antonio Aurelio,0,3.367426782919741e-05
1846,1846,1158,1,25/4/2001,MG,0,Fundamental,2320.32,,0.4502,1,Carlota Santos,0,0.00019402496207419665
1847,1847,1553,0,13/10/1986,RJ,1,Doutorado,6400.0,Moderado,0.1781,1,Silvio Froszen,0,2.7828125e-05
1848,1848,217,0,27/12/1957,SP,0,Graducao,4963.6,Conservador,0.2409,1,,0,4.853332258844387e-05
1849,1849,198,0,18/8/2009,RJ,0,Tecnologo,4918.08,Moderado,0.5369,1,Guilherme Aurelio,0,0.00010916861864792765
1850,1850,2342,1,22/12/1975,RJ,0,Medio,2741.76,Moderado,0.1424,1,Gabriela Aurelio,0,5.193744164332399e-05
1851,1851,1489,1,3/1/1976,RJ,1,Medio,2400.0,,0.0122,1,Julia Bardeen,0,5.0833333333333335e-06
1852,1852,953,1,1/7/1957,MG,1,Nao fez,800.0,Conservador,0.7669,1,Julia Santos,0,0.0009586250000000001
1853,1853,2302,0,17/12/1959,AC,1,Graducao,4000.0,Arrojado,0.3619,1,Isaac Nazare,0,9.0475e-05
1854,1854,539,1,27/3/1957,CE,1,MBA,4800.0,,0.4335,1,Antonieta Nazare,0,9.031249999999999e-05
1855,1855,830,1,8/6/1943,MG,0,Mestrado,9499.84,Moderado,0.6964,1,Carlota Froszen,0,7.330649779364705e-05
1856,1856,1637,1,15/5/1967,CE,1,Nao fez,800.0,Conservador,0.4878,1,Isabel Targino,0,0.00060975
1857,1857,616,0,15/8/1953,BA,1,Medio,2400.0,Moderado,0.3049,1,,0,0.00012704166666666666
1858,1858,2207,0,5/5/1954,RJ,1,MBA,4800.0,Conservador,0.2897,1,,0,6.035416666666667e-05
1859,1859,263,1,3/7/1943,AC,1,Pos Doutorado,7200.0,Moderado,0.214,1,Irene Buda,0,2.9722222222222223e-05
1860,1860,1035,0,28/7/1949,CE,0,Doutorado,8745.6,Moderado,0.3665,1,Marco Yamato,0,4.1906787413099155e-05
1861,1861,228,0,4/2/1932,SP,1,Mestrado,5600.0,Conservador,0.1697,1,Silvio Yamato,0,3.0303571428571427e-05
1862,1862,1512,1,7/5/2021,AC,1,Nao fez,800.0,Moderado,0.342,1,Elisabeth Assis,0,0.00042750000000000004
1863,1863,1219,1,9/11/1982,RJ,1,Medio,2400.0,Conservador,0.5243,1,Gabriela Akuma,0,0.00021845833333333334
1864,1864,282,1,21/5/1941,AC,1,Mestrado,5600.0,Conservador,0.6844,1,Isabel Assis,0,0.00012221428571428572
1865,1865,2471,1,5/3/1988,SP,0,Tecnologo,3346.88,Moderado,0.0459,1,Julia Santos,0,1.3714265226121045e-05
1866,1866,1861,0,23/3/1986,MG,0,Pos Doutorado,12556.8,,0.7440000000000001,1,Kant Buda,0,5.9250764525993894e-05
1867,1867,1555,0,23/9/2008,RJ,1,Nao fez,800.0,Moderado,0.7885,1,Kobe Santos,0,0.000985625
1868,1868,1178,0,12/3/1940,AC,0,Nao fez,1382.48,,0.7281,1,,0,0.0005266622301950118
1869,1869,1507,0,2/5/1969,SP,1,Mestrado,5600.0,Arrojado,0.1892,1,John Bryant,0,3.3785714285714285e-05
1870,1870,238,1,25/4/1960,RJ,0,Medio,3131.52,,0.3048,1,Gabriela Asimov,0,9.733292458614347e-05
1871,1871,2233,1,11/3/1979,SP,1,Pos Doutorado,7200.0,Moderado,0.7885,1,Julia Aurelio,0,0.00010951388888888888
1872,1872,660,1,5/12/1935,MG,1,Pos Doutorado,7200.0,Moderado,0.1931,1,Irene Assis,0,2.6819444444444445e-05
1873,1873,248,0,2/10/1941,BA,1,Pos Doutorado,7200.0,Moderado,0.0104,1,Antonio Nazare,0,1.4444444444444443e-06
1874,1874,1909,1,5/3/1994,MG,0,MBA,5666.88,Moderado,0.1806,1,Antonieta Asimov,0,3.18693884465526e-05
1875,1875,776,0,16/10/1999,MG,0,Fundamental,2320.48,Conservador,0.4503,1,Guilherme Targino,0,0.0001940546783424119
1876,1876,133,1,24/1/1972,AC,1,Medio,2400.0,Arrojado,0.5407,1,Isabel Bardeen,0,0.00022529166666666664
1877,1877,2399,1,6/2/1965,BA,1,Doutorado,6400.0,Conservador,0.092,1,Isabel Targino,0,1.4375e-05
1878,1878,585,0,16/2/1945,CE,1,Nao fez,800.0,Moderado,0.2819,1,Rafael Akuma,0,0.000352375
1879,1879,2289,1,26/9/2013,CE,0,Graducao,6641.2,Arrojado,0.6603,1,,0,9.94248027464916e-05
1880,1880,440,0,18/9/1966,RJ,1,Fundamental,1600.0,Conservador,0.3033,1,Guilherme Asimov,0,0.0001895625
1881,1881,2067,1,13/3/2008,SP,1,Tecnologo,3200.0,Moderado,0.09300000000000001,1,Irene Assis,0,2.9062500000000005e-05
1882,1882,686,0,22/3/1942,SP,0,Tecnologo,5729.6,Moderado,0.7905,1,Rafael Assis,0,0.00013796774643954203
1883,1883,980,0,11/12/1940,BA,0,Graducao,6240.8,Conservador,0.5602,1,,0,8.976413280348673e-05
1884,1884,1064,0,12/12/1977,MG,0,MBA,7882.08,Moderado,0.6421,1,Marco Aurelio,0,8.146326857885229e-05
1885,1885,1557,0,3/12/1936,SP,0,Doutorado,11175.68,Conservador,0.7462,1,Alberto Yamato,0,6.676998625586988e-05
1886,1886,2130,1,22/9/1940,SP,0,Fundamental,1761.76,,0.1011,1,Antonieta Akuma,0,5.7385796022159654e-05
1887,1887,606,0,21/11/1983,AC,1,Doutorado,6400.0,Arrojado,0.4856,1,,0,7.5875e-05
1888,1888,1656,1,23/6/1955,AC,1,Graducao,4000.0,Moderado,0.4844,1,Elisabeth Buda,0,0.0001211
1889,1889,1832,1,19/9/2001,AC,1,Doutorado,6400.0,Moderado,0.2431,1,Isabel Buda,0,3.7984375e-05
1890,1890,545,1,19/8/1932,MG,1,MBA,4800.0,Moderado,0.2965,1,Ana Asimov,0,6.177083333333333e-05
1891,1891,2181,0,19/4/1934,RJ,1,Graducao,4000.0,Moderado,0.2933,1,Francisco Aurelio,0,7.332500000000001e-05
1892,1892,2282,1,27/1/1955,CE,1,Graducao,4000.0,Conservador,0.1768,1,Irene Santos,0,4.4200000000000004e-05
1893,1893,1514,1,11/2/1942,AC,1,Mestrado,5600.0,Conservador,0.2038,1,,0,3.6392857142857146e-05
1894,1894,255,1,10/1/2019,RJ,0,Medio,4109.52,Conservador,0.7123,1,,0,0.00017332924526465378
1895,1895,1503,1,8/4/2001,BA,1,Fundamental,1600.0,Moderado,0.1669,1,Gabriela Assis,0,0.0001043125
1896,1896,2145,1,23/2/1979,MG,0,MBA,6955.2,,0.449,1,,0,6.455601564297217e-05
1897,1897,253,1,5/1/2012,MG,0,Medio,3667.44,Moderado,0.5281,1,Julia Assis,0,0.00014399690247147875
1898,1898,2275,0,12/8/1935,AC,0,Nao fez,1162.32,,0.4529,1,John Asimov,0,0.00038965173102071724
1899,1899,1006,0,16/6/2013,BA,0,Tecnologo,5451.2,Arrojado,0.7035,1,Kant Aurelio,0,0.00012905415321397124
1900,1900,552,1,10/7/1958,BA,0,Graducao,4414.8,Arrojado,0.1037,1,Maria Akuma,0,2.3489172782459e-05
1901,1901,497,0,16/6/1981,SP,0,Fundamental,2493.12,Moderado,0.5582,1,Guilherme Froszen,0,0.0002238961622384803
1902,1902,2296,0,21/9/1988,CE,0,Fundamental,1617.76,Moderado,0.0111,1,,0,6.861339135594897e-06
1903,1903,1940,0,2/4/1962,RJ,1,Graducao,4000.0,Moderado,0.3907,1,Marco Asimov,0,9.7675e-05
1904,1904,2250,0,17/5/1983,CE,0,Doutorado,10598.4,Conservador,0.6559999999999999,1,John Aurelio,0,6.189613526570047e-05
1905,1905,2104,1,4/11/1950,RJ,1,Graducao,4000.0,Moderado,0.5413,1,Carlota Nazare,0,0.000135325
1906,1906,2253,1,26/4/1936,CE,1,Fundamental,1600.0,Moderado,0.4175,1,Julia Santos,0,0.0002609375
1907,1907,1744,0,23/1/2014,RJ,0,Pos Doutorado,10506.24,,0.4592,1,Rafael Buda,0,4.3707358674463936e-05
1908,1908,98,1,10/5/2004,CE,1,Mestrado,5600.0,,0.3186,1,,0,5.689285714285714e-05
1909,1909,1530,1,14/10/1984,RJ,1,Fundamental,1600.0,,0.7521,1,Maria Yamato,0,0.0004700625
1910,1910,1501,1,18/6/1940,AC,1,Mestrado,5600.0,,0.2666,1,,0,4.7607142857142857e-05
1911,1911,1789,1,1/9/1944,BA,1,Tecnologo,3200.0,,0.3946,1,Julia Santos,0,0.0001233125
1912,1912,1376,1,19/7/1973,MG,0,Pos Doutorado,12021.12,,0.6696,1,Isabel Buda,0,5.570196454240536e-05
1913,1913,2279,0,12/6/1973,RJ,1,Fundamental,1600.0,Moderado,0.5685,1,Guilherme Santos,0,0.0003553125
1914,1914,1972,1,15/7/1932,SP,0,Nao fez,1115.28,Moderado,0.3941,1,Gabriela Nazare,0,0.00035336417760562373
1915,1915,1360,0,9/2/1976,CE,0,Doutorado,6830.72,Arrojado,0.0673,1,Vlad Bryant,0,9.852548486835941e-06
1916,1916,886,1,25/6/1949,AC,0,Nao fez,957.28,,0.1966,1,,0,0.00020537355841551062
1917,1917,2340,1,4/5/1940,MG,1,Graducao,4000.0,Conservador,0.1276,1,Ana Yamato,0,3.1899999999999996e-05
1918,1918,2103,0,23/9/2016,CE,0,Medio,4011.6,Moderado,0.6715,1,,0,0.00016738957024628576
1919,1919,1387,1,26/5/1987,SP,0,Fundamental,2643.36,,0.6521,1,,0,0.0002466936020821984
1920,1920,780,0,13/6/2012,RJ,1,Graducao,4000.0,Arrojado,0.4272,1,Alberto Asimov,0,0.00010680000000000001
1921,1921,537,0,24/5/2004,BA,0,Nao fez,883.76,Arrojado,0.1047,1,Kant Bardeen,0,0.00011847107812075677
1922,1922,1164,1,27/4/1974,MG,1,MBA,4800.0,Conservador,0.5366,1,Elisabeth Assis,0,0.00011179166666666666
